id,name,type,link,input_info,input_fmt,td_type,tdma,is-integrated,can-integrated,maturity,studies_maturity,run_stand_alone,license_type,output_info,output_fmt,programming_language,studies_citing_artifact,other_comments,trigger,trigger-description,interface-type,interface-subtype,is-integrated-using-interface-subtype,is-integrated-with,is-integrated-description,is-integrted-outcome
A62,klocwork,plugin,http://www.klocwork.com,source code,source code,"Design TD,Code TD",Identification,No,No,Industrial Studies,S10,Yes,Commercial,"code smells,code metrics","json,pdf,xml","Java,Python,Javascript,C/C++,C#",S10,plugins for several platforms,Human Trigger,executes the tool,gui,gui (plugin for ide),-,-,-,
A63,klocwork,tool,http://www.klocwork.com,source code,source code,"Design TD,Code TD",Identification,No,Yes,Industrial Studies,S10,Yes,Commercial,"code smells,code metrics","json,pdf,xml","Java,Python,Javascript,C/C++,C#",S10,ready for ci,Both,executes the tool,multiple,"api
cli (standard input)",-,-,-,
A64,lattix,tool,https://www.lattix.com/,source code,source code,Architectural TD,Identification,No,Yes,Industrial Studies,S56,Yes,Commercial,architectural smells,json,Not Specified,"S56,S107,S119,S156,S195",ready for ci,Both,executes the tool,multiple,"api (integrates with ci)
gui",-,-,-,
A65,NAIST-SE/SATDinBuildSystems,script,https://github.com/NAIST-SE/SATDinBuildSystems,code comments,source code,satd,Identification,No,Yes,Examples,,No,Open Source,self-admitted td items,"json,csv",-,S208,,Both,executes the tool,cli,cli (standard input),-,-,-,
A66,ndepend,tool,https://www.ndepend.com/,source code,source code,"Architectural TD,Design TD,Code TD,Test TD","Measurement,Identification",No,Yes,Academic Studies,S113,Yes,Commercial,"code violations,code smells,architectural smells,amount of technical debt,test coverage",html,C#,"S113,S132,S135,S150,S157,S195",,Both,executes the tool,multiple,"api (integrates with ci)
gui",-,-,-,
A67,organic,plugin,https://github.com/opus-research/organic,source code,source code,Design TD,Identification,No,No,Examples,,No,Open Source,code smells,json,Java,S213,,Human Trigger,executes the tool,gui,gui (plugin for ide),gui (plugin for ide),development tool,plugin for eclipse,
A68,pclint,plugin,https://pclintplus.com/,source code,source code,Code TD,Identification,No,No,Industrial Studies,S21,Yes,Commercial,"code violations,code metrics",text,C/C++,"S21,S29",plugin for visual studio,Human Trigger,executes the tool,gui,gui (plugin for ide),-,-,-,
A69,pclint,plugin,https://pclintplus.com/,source code,source code,Code TD,Identification,No,No,Industrial Studies,S21,Yes,Commercial,"code violations,code metrics",text,C/C++,"S21,S29",,Human Trigger,executes the tool,gui,gui (plugin for ide),-,-,-,
A70,pclint,tool,https://pclintplus.com/,source code,source code,Code TD,Identification,No,Yes,Industrial Studies,S21,Yes,Commercial,"code violations,code metrics",text,C/C++,"S21,S29",,Both,executes the tool,multiple,"api (integrates with ci)
cli (standard input)
gui",-,-,-,
A71,phpmd,tool,https://phpmd.org/,source code,source code,"Design TD,Code TD",Identification,No,Yes,Examples,,Yes,Open Source,"code smells,code violations","json,xml,html,text,gitlab,github",php,S125,ready for ci,Both,executes the tool,cli,cli (standard input),-,-,-,
A72,piranha,script,https://github.com/uber/piranha,source code,source code,Code TD,Repayment,No,Yes,Industrial Applications,,No,Open Source,refactoring actions,no output,"Java,Javascript,objectiv-c,swift",S104,it works for a very specific type of code td (use of feature flags),Both,executes the tool,cli,cli (standard input),-,-,-,
A73,pmd,tool,"https://pmd.github.io/
http://pmd.sourceforge.net",source code,source code,Code TD,Identification,Yes,Yes,Industrial Applications,S10,Yes,Open Source,code violations,"json,csv,xml,html,sarif,text",Java,"S10,S14,S32,S40,S58,S71,S102,S117,S121,S126,S133,S145,S155,S170,S178,S193,S194,S196,S197",,Both,executes the tool,multiple,"api
cli (standard input)",api,artifact,integrates with visminnertd,"td type
td activity"
A74,ptidej,plugin,"https://www.ptidej.net/
https://bitbucket.org/ptidejteam/ptidej-5/src/master/",source code,source code,Design TD,Identification,No,No,Examples,,Yes,Open Source,code smells,text,Java,"S82,S176,S198",few documentation available,Human Trigger,executes the tool,gui,gui (plugin for ide),-,-,-,
A75,puppeteer,script,https://github.com/tushartushar/Puppeteer,source code,source code,Design TD,Identification,No,Yes,Examples,,No,Open Source,configuration smells,csv,puppet,S31,it refers to configuration smells in the context o puppet,Both,executes the tool,cli,cli (standard input),-,-,-,
A76,pylint,plugin,https://www.pylint.org/,source code,source code,Code TD,Identification,No,No,Industrial Applications,S62,Yes,Open Source,"code metrics,code violations",json,Python,S62,plugins for several platforms,Human Trigger,executes the tool,gui,gui (plugin for ide),-,-,-,
A77,pylint,tool,https://www.pylint.org/,source code,source code,Code TD,Identification,Yes,Yes,Industrial Applications,S62,Yes,Open Source,"code metrics,code violations",json,Python,S62,provides an api,Both,executes the tool,multiple,"cli (standard input)
api (plugin for github)",api (plugin for github),repository,integrated with github,
A78,quyang-hub/GNN-and-Imbalance-for-TD-model,script,https://github.com/quyang-hub/GNN-and-Imbalance-for-TD-model,code comments,json,satd,Identification,No,Yes,Examples,,No,Open Source,self-admitted td items,"json,csv",-,S211,,Both,executes the tool,cli,cli (standard input),-,-,-,
A79,radon,plugin,https://radon.readthedocs.io/en/latest/index.html,source code,source code,Code TD,Identification,No,No,Academic Studies,S92,No,Open Source,"code violations,maintainability index","json,xml",Python,S92,plugin for flake8,Human Trigger,executes the tool,gui,gui (plugin for ide),-,-,-,
A80,radon,tool,https://radon.readthedocs.io/en/latest/index.html,source code,source code,Code TD,Identification,No,Yes,Academic Studies,S92,Yes,Open Source,"code violations,maintainability index","json,xml",Python,S92,,Both,executes the tool,cli,cli (standard input),-,-,-,
A81,radon,tool,https://radon.readthedocs.io/en/latest/index.html,source code,source code,Code TD,Identification,No,Yes,Academic Studies,S92,Yes,Open Source,"code violations,maintainability index","json,xml",Python,S92,plugin for flake8,Both,executes the tool,cli,cli (standard input),-,-,-,
A82,refactoring-bot,tool,https://github.com/Refactoring-Bot/Refactoring-Bot,source code,source code,"Design TD,Code TD",Repayment,Yes,Yes,Examples,,No,Open Source,refactoring suggestions,pull requests,Java,S76,"the bot analyzes the source code and refactor it. after,pull requests are generated to revision",Automated Trigger,"after each commint
executes the tools (when ran locally)",api,api,api,repository,"generates pull requests to propose the refactorings
can be queried by through a api (when ran locally)",
A83,refactoring-bot,bot,https://github.com/Refactoring-Bot/Refactoring-Bot,source code,source code,"Design TD,Code TD",Repayment,Yes,Yes,Examples,,No,Open Source,refactoring suggestions,pull requests,Java,S76,"the bot analyzes the source code and refactor it. after,pull requests are generated to revision",Automated Trigger,"after each commint
executes the tools (when ran locally)",api,api (plugin for github),api (plugin for github),repository,"generates pull requests to propose the refactorings
can be queried by through a api (when ran locally)",
A84,resharper,plugin,https://www.jetbrains.com/resharper/,source code,source code,Code TD,Identification,No,No,Examples,,No,Commercial,"code violations,refactoring suggestions","xml,html,text",C#,S8,"it is a plugin with several tools integrated,ready for ci",Human Trigger,executes the tool,gui,gui (plugin for ide),-,-,-,
A85,resharper,plugin,https://www.jetbrains.com/resharper/,source code,source code,Code TD,Identification,No,Yes,Examples,,No,Commercial,"code violations,refactoring suggestions","xml,html,text",C#,S8,"it is a plugin with several tools integrated,ready for ci",Automated Trigger,executes the tool,api,api (integrates with ci),-,-,-,
A86,resource standard metrics,tool,https://www.msquaredtechnologies.com/,source code,source code,"Design TD,Code TD",Identification,No,Yes,Examples,,Yes,Free,"code smells,code violations","csv,xml,html","Java,C/C++,C#",S1,"runs with shell,can be integrated with several ide",Both,executes the tool,multiple,"gui (plugin for ide)
cli (standard input)",-,-,-,
A87,satd-bailiff,script,https://github.com/smilevo/SATDBailiff,code comments,csv,"Design TD,satd",Identification,No,Yes,Examples,,No,Open Source,self-admitted td items,"csv,database (sql)",Not Specified,S140,"it uses github to run,a list of projects must to be provided in an csv file",Both,executes the tool,cli,cli (standard input),-,-,-,
A88,satd-detector,script,https://github.com/Tbabm/SATDDetector-Core,code comments,source code,satd,Identification,No,Yes,Examples,,No,Open Source,self-admitted td items,text,Not Specified,"S47,S171",,Both,executes the tool,multiple,"api
cli (standard input)",-,-,-,
A89,satd-detector,script,https://github.com/Tbabm/SATDDetector-Core,code comments,source code,satd,Identification,Yes,Yes,Examples,,No,Open Source,self-admitted td items,text,Not Specified,"S47,S171",,Both,executes the tool,cli,cli (standard input),cli (standard input),development tool,it is a eclipse plugin,
A90,sdk4ed,tool,"https://sdk4ed.eu
https://gitlab.seis.iti.gr/sdk4ed-wiki",source code,source code,"Design TD,Code TD","Monitoring,Measurement,Identification",No,Yes,Academic Studies,S175,Yes,Open Source,"design smells,amount of technical debt","json,html,database (sql)","Java,C/C++","S173,S175","tool suite,also classified as platform",Both,executes the tool,multiple,"cli (standard input)
gui",-,-,-,
A91,sen4smells,script,https://github.com/tommantonela/Sen4Smells,source code,source code,Architectural TD,"Prioritization,Measurement,Identification",Yes,Yes,Examples,,No,Open Source,"architectural smells,amount of technical debt",csv,Java,S96,integrated with arcan,Both,executes the tool,cli,cli (standard input),cli (standard input),artifact,integrated with arcan and sonargraph,td activity
A92,shell-check,plugin,https://github.com/koalaman/shellcheck,source code,source code,Code TD,Identification,No,Yes,Examples,,No,Open Source,code violations,text,shell script,S163,"ready for ci,plugin for several platforms",Both,executes the tool,cli,cli (standard input),-,-,-,
A93,shell-check,plugin,https://github.com/koalaman/shellcheck,source code,source code,Code TD,Identification,No,No,Examples,,No,Open Source,code violations,text,shell script,S163,"ready for ci,plugin for several platforms",Human Trigger,executes the tool,gui,"gui (plugin for ide)
",-,-,-,
A94,sigrid,tool,https://www.softwareimprovementgroup.com/solutions/sigrid-software-assurance-platform/,source code,source code,"Code TD,security","Measurement,Identification",No,Yes,Examples,,-,-,"code metrics,amount of technical debt,security issues",text,Not Specified,S135,ready for ci,Both,excutes the tool,multiple,"cli (standard input)
gui",-,-,-,
A95,skuld,tool,https://www.skuld.ai/,source code,source code,"Architectural TD,Design TD,Code TD","Monitoring,Prioritization,Measurement,Identification",Yes,Yes,Examples,,Yes,Commercial,"code smells,code metrics,amount of technical debt,refactoring suggestions","text,jira/github issues",Not Specified,S93,also understand as platform,Automated Trigger,executes the tool,api,api,api,"artifact
repository",itegrated with sonarqube and jira,td activity
A96,smelldetectormerger,plugin,https://github.com/apostolisich/SmellDetectorMerger,source code,source code,"Design TD,Code TD",Identification,No,No,Examples,,No,Open Source,code smells,text,Java,S213,,Human Trigger,excutes the tool,gui,gui (plugin for ide),gui (plugin for ide),"artifact
development tool",it collects and merges the results of several artifacts,
A97,sonalizer-xplorer,script,https://github.com/diogojpina/sonarlizer-xplorer,source code,source code,Code TD,"Identification,Prioritization",No,Yes,Examples,,No,Open Source,"td items,code metrics",database(sql),-,S212,,Both,executes the tool,cli,cli (standard input),-,-,-,
A98,sonarcloud,plugin,https://www.sonarsource.com/products//sonarcloud/,source code,source code,Code TD,Identification,No,Yes,Examples,,No,Commercial,code violations,runs inside ide,"Java,Python,Javascript,C/C++,C#,+6",S162,ready for ci,Automated Trigger,executes the tool,api,api (integrates with ci),-,-,-,
A99,sonargraph,tool,https://www.hello2morrow.com/products/sonargraph,source code,source code,Code TD,Identification,No,Yes,Industrial Studies,S65,Yes,Commercial,code violations,"xml,html","Java,Python,C/C++,C#","S23,S24,S28,S56,S65,S150,S162,S200,S201",,Both,executes the tool,multiple,"api
gui",-,-,-,
A100,sonargraph,plugin,https://www.hello2morrow.com/products/sonargraph,source code,source code,Code TD,Identification,No,No,Industrial Studies,S65,Yes,Commercial,code violations,"xml,html","Java,Python,C/C++,C#","S23,S24,S28,S56,S65,S150,S162,S200,S201",plugin for sonarqube and jenkins,Human Trigger,executes the tool,gui,"gui (plugin for another automation artifact)
api (integrates with ci)",-,-,-,
A101,sonarlint,plugin,https://www.sonarsource.com/products/sonarlint,source code,source code,Code TD,Identification,No,No,Examples,,No,Commercial,code violations,runs inside ide,"Java,Python,Javascript,C/C++,C#,+6",S122,It can be ran in background or through gui,Human Trigger,executes the tool,gui,gui (plugin for ide),-,-,-,
A102,sonarqube,tool,https://www.sonarqube.org/,source code,source code,"Architectural TD,Design TD,Code TD,Test TD,Defect TD","Repayment,Monitoring,Measurement,Identification",Yes,Yes,Industrial Applications,,Yes,Free,"code metrics,code smells,amount of technical debt","csv,xml,html","Java,Python,Javascript,C/C++,C#","S4,S14,S18,S22,S23,S24,S33,S34,S35,S39,S42,S43,S44,S45,S56,S66,S67,S70,S71,S76,S82,S84,S86,S87,S88,S89,S90,S92,S95,S100,S102,S105,S106,S107,S109,S110,S113,S114,S118,S121,S122,S123,S127,S128,S129,S130,S131,S132,S133,S134,S135,S136,S144,S147,S148,S149,S150,S155,S156,S157,S164,S167,S170,S171,S176,S177,S178,S179,S187,S197,S203,S209","several different plugins can be installed in sonarqube,also classified as platform,ready for ci",Both,"executes the tool
executed by CI manager",multiple,"api
cli (standard input)
api (integrates with ci)",api,"artifact
development tool","provides api
can be ran in ci manager","td type
td activity"
A103,source monitor,tool,https://www.derpaul.net/SourceMonitor/,source code,source code,Code TD,Identification,No,Yes,Examples,,Yes,Free,code violations,"csv,xml","Java,Python,C/C++,C#",S29,,Both,executes the tool,cli,cli (standard input),-,-,-,
A104,spotbugs,plugin,https://spotbugs.readthedocs.io/,source code,source code,Code TD,Identification,No,No,Examples,,No,Open Source,"code violations,code metrics",xml,Java,S197,,Human Trigger,executes the tool,gui,"gui (plugin for ide)
gui",-,-,-,
A105,spotbugs,tool,https://spotbugs.readthedocs.io/,source code,source code,Code TD,Identification,No,Yes,Examples,,Yes,Open Source,"code violations,code metrics",xml,Java,S197,,Both,executes the tool,multiple,"cli (standard input)
gui",-,-,-,
A106,sqale,plugin,https://www.sonarplugins.com/sqale,source code,source code,"Architectural TD,Design TD,Code TD,Test TD,Defect TD","Prioritization,Measurement",No,No,Industrial Applications,"S2,S6",No,Commercial,amount of technical debt,"csv,xml,html","Java,Python,C#",S6,sqale is a model to calculate technical debt,Human Trigger,executes the tool,gui,gui (plugin for another automation artifact),gui (plugin for another automation artifact),artifact,it is a plugin for sonarqube,
A107,squore,tool,https://www.squoring.com/en/produits/squore-software-analytics/,source code,source code,"Requirements TD,Design TD,Code TD,Test TD","Monitoring,Prioritization,Measurement,Identification",No,Yes,Academic Studies,"S113,S150",Yes,Commercial,"code metrics,code violations,amount of technical debt","pdf,html","Java,Python,Javascript,C/C++,C#,+10","S106,S113,S132,S150",also understand as platform,Automated Trigger,executes the tool,api,"api (integrates with ci)
api",-,-,-,
A108,stan,tool,https://stan4j.com/,source code,source code,"Architectural TD,Design TD,Code TD",Identification,No,No,Industrial Studies,S56,Yes,Free,"code smells,architectural smells",text,Java,"S1,S56",,Human Trigger,executes the tool,gui,gui,-,-,-,
A109,stan,plugin,https://stan4j.com/,source code,source code,"Architectural TD,Design TD,Code TD",Identification,No,No,Industrial Studies,S56,Yes,Free,"code smells,architectural smells",text,Java,"S1,S56",plugin for eclipse,Human Trigger,executes the tool,gui,gui (plugin for ide),-,-,-,
A110,structure101,tool,https://structure101.com/,source code,source code,"Architectural TD,Design TD,Code TD","Measurement,Identification",No,Yes,Industrial Studies,S56,Yes,Commercial,"code metrics,design smells,architectural smells",xml,"Java,C/C++,C#","S24,S28,S56,S135,S149,S195",can be integrated with understand or other language parsers,Both,executes the tool,multiple,"cli (standard input)
gui",gui,"artifact
development tool",,
A111,symfony insight,tool,https://insight.symfony.com/,source code,source code,Code TD,"Measurement,Identification",No,Yes,Academic Studies,S150,Yes,Commercial,code violations,database(sql),php,S150,integrated with github,Both,executes the tool,multiple,"api (integrates with ci)
gui",-,-,-,
A112,td-classifier,script,https://gitlab.seis.iti.gr/root/td-classifier,source code,source code,"Design TD,Code TD",Identification,Yes,Yes,Examples,,No,Open Source,amount of technical debt,database(sql),Java,S214,,Both,exectues the tool,cli,cli (standard input),cli (standard input),"artifact
development tool",integrated with ck,td activity
A113,teamscale,tool,https://www.cqse.eu/en/teamscale/,source code,source code,"Architectural TD,Design TD,Code TD,Test TD","Measurement,Identification",Yes,Yes,Industrial Studies,"S63,S119",Yes,Commercial,"code smells,design smells,code metrics,test coverage","json,text","Java,Python,Javascript,C/C++,C#,+10","S63,S119,S135",provides api,Automated Trigger,executes the tool,api,api,api,"artifact
development tool",aggregates the results of several tools,"td type
td activity"
A114,teamscale,plugin,https://www.cqse.eu/en/teamscale/,source code,source code,"Architectural TD,Design TD,Code TD,Test TD","Measurement,Identification",No,No,Industrial Studies,"S63,S119",Yes,Commercial,"code smells,design smells,code metrics,test coverage","json,text","Java,Python,Javascript,C/C++,C#,+10","S63,S119,S135",plugins for several platforms,Human Trigger,executes the tool,gui,gui (plugin for ide),gui (plugin for ide),development tool,plugins for IDE,
A115,tkdsheep/TechnicalDebt,script,https://github.com/tkdsheep/TechnicalDebt,code comments,source code,satd,Identification,No,Yes,Examples,,No,Open Source,self-admitted td items,csv,Not Specified,S46,,Both,executes the tool,cli,cli (standard input),-,-,-,
A116,todo,bot,https://todo.jasonet.co/,code comments,source code,satd,"Representation/Documentation,Identification",Yes,Yes,Examples,,No,Open Source,self-admitted td items,github issues,Not Specified,"S159,S210",,Automated Trigger,it is executed after each commit,api,api (plugin for github),api (plugin for github),repository,runs as a github app,
A117,together,plugin,https://www.microfocus.com/en-us/products/together/overview,metamodel,uml,Design TD,Identification,No,No,Examples,,Yes,Commercial,code smells,text,Java,"S169,S181,S202",,Human Trigger,executes the tool,gui,gui,gui,artifact,integrated with another scripts,
A118,understand,tool,www.scitools.com,source code,source code,"Architectural TD,Design TD,Code TD","Measurement,Identification",No,Yes,Industrial Studies,S119,Yes,Commercial,"code smells,code metrics,architectural smells,design smells",text,Java,"S16,S30,S41,S54,S78,S83,S107,S116,S119,S155,S190,S202,S203",,Both,executes the tool,multiple,"api
gui",gui,artifact,,
A119,visminertd,tool,https://visminer.github.io,source code,source code,"Architectural TD,Design TD,Code TD","Measurement,Identification",Yes,Yes,Examples,,Yes,Open Source,"code smells,amount of technical debt",json,Java,"S81,S113","provides api,also understand as platform",Both,executes the tool,multiple,"api
cli (standard input)",api,"artifact
repository",collect data from several artifacts,"td type
td activity"
A120,vizzmaintainance,plugin,http://www.arisa.se/products.php?lang=en,source code,source code,Code TD,Identification,No,No,Examples,,No,Free,"code metrics,code violations",text,Java,S115,plugin for eclipse,Human Trigger,executes the tool,gui,gui (plugin for ide),gui (plugin for ide),development tool,integrated with eclipse,
A121,weak-satd,tool,https://zenodo.org/record/5643739#.Y2z5BHbMJaQ,source code,source code,satd,Identification,Yes,Yes,Examples,,Yes,Open Source,self-admitted td items,json,Java,S215,,Automated Trigger,executes the tool,api,api (plugin for github),api (plugin for github),repository,run github actions,